시도,시군구,계약종별,년도,월,전력 사용량
서울특별시,성북구,산업용,2015,6,8466917.0
서울특별시,성북구,산업용,2015,7,8644869.0
서울특별시,성북구,산업용,2015,8,9136829.0
서울특별시,성북구,산업용,2015,9,8448000.0
서울특별시,성북구,산업용,2015,10,7541321.0
서울특별시,성북구,산업용,2015,11,7870950.0
서울특별시,성북구,산업용,2015,12,8294615.0
서울특별시,성북구,농사용,2015,1,9423.0
서울특별시,성북구,농사용,2015,2,10122.0
서울특별시,성북구,농사용,2015,3,8914.0
서울특별시,성북구,농사용,2015,4,8391.0
서울특별시,성북구,농사용,2015,5,7034.0
서울특별시,성북구,농사용,2015,6,7716.0
서울특별시,성북구,농사용,2015,7,8776.0
서울특별시,성북구,농사용,2015,8,12886.0
서울특별시,성북구,농사용,2015,9,11075.0
서울특별시,성북구,농사용,2015,10,10527.0
서울특별시,성북구,농사용,2015,11,9888.0
서울특별시,성북구,농사용,2015,12,9342.0
서울특별시,성북구,가로등,2015,1,1510961.0
서울특별시,성북구,가로등,2015,2,1428825.0
서울특별시,성북구,가로등,2015,3,1336705.0
서울특별시,성북구,가로등,2015,4,1225304.0
서울특별시,성북구,가로등,2015,5,1168183.0
서울특별시,성북구,가로등,2015,6,1095751.0
서울특별시,성북구,가로등,2015,7,1069250.0
서울특별시,성북구,가로등,2015,8,1130934.0
서울특별시,성북구,가로등,2015,9,1210946.0
서울특별시,성북구,가로등,2015,10,1300620.0
서울특별시,성북구,가로등,2015,11,1417099.0
서울특별시,성북구,가로등,2015,12,1490155.0
서울특별시,성북구,심 야,2015,1,3631767.0
서울특별시,성북구,심 야,2015,2,3378935.0
서울특별시,성북구,심 야,2015,3,2773509.0
서울특별시,성북구,심 야,2015,4,2065062.0
서울특별시,성북구,심 야,2015,5,1349862.0
서울특별시,성북구,심 야,2015,6,1239757.0
서울특별시,성북구,심 야,2015,7,1291560.0
서울특별시,성북구,심 야,2015,8,1346630.0
서울특별시,성북구,심 야,2015,9,1048284.0
서울특별시,성북구,심 야,2015,10,875120.0
서울특별시,성북구,심 야,2015,11,1410687.0
서울특별시,성북구,심 야,2015,12,2433197.0
서울특별시,도봉구,주택용,2015,1,39270684.0
서울특별시,도봉구,주택용,2015,2,38580121.0
서울특별시,도봉구,주택용,2015,3,33740791.0
서울특별시,도봉구,주택용,2015,4,35142157.0
서울특별시,도봉구,주택용,2015,5,32552538.0
서울특별시,도봉구,주택용,2015,6,33848495.0
서울특별시,도봉구,주택용,2015,7,34637745.0
서울특별시,도봉구,주택용,2015,8,41192863.0
서울특별시,도봉구,주택용,2015,9,35675912.0
서울특별시,도봉구,주택용,2015,10,32153101.0
서울특별시,도봉구,주택용,2015,11,34440273.0
서울특별시,도봉구,주택용,2015,12,35765437.0
서울특별시,도봉구,일반용,2015,1,34398352.0
서울특별시,도봉구,일반용,2015,2,32500897.0
서울특별시,도봉구,일반용,2015,3,27365462.0
서울특별시,도봉구,일반용,2015,4,26338039.0
서울특별시,도봉구,일반용,2015,5,24344699.0
